ed wood,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901ba4f_Ed_Wood.txt,109707,3,1994
newsies,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901bac3_Newsies.txt,104990,1,1992
sister act,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901bacb_Sister_Act.txt,105417,3,1992
the last boy scout,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901bae4_The_Last_Boy_Scout.txt,102266,3,1991
robin hood  prince of thieves,agarwal,./data/agarwal2015_screenplays/fail/51e301bc1f7f8ee49901baed_Robin_Hood__Prince_of_Thieves.txt,102798,3,1991
darkman,agarwal,./data/agarwal2015_screenplays/fail/51e301bd1f7f8ee49901baff_Darkman.txt,99365,0,1990
die hard 2,agarwal,./data/agarwal2015_screenplays/fail/51e301bd1f7f8ee49901bb00_Die_Hard_2.txt,99423,3,1990
die hard,agarwal,./data/agarwal2015_screenplays/fail/51e301bd1f7f8ee49901bb4b_Die_Hard.txt,95016,3,1988
heathers,agarwal,./data/agarwal2015_screenplays/fail/51e301bd1f7f8ee49901bb4f_Heathers.txt,97493,3,1988
twins,agarwal,./data/agarwal2015_screenplays/fail/51e301bd1f7f8ee49901bb60_Twins.txt,96320,3,1988
purple rain,agarwal,./data/agarwal2015_screenplays/fail/51e301bd1f7f8ee49901bbe9_Purple_Rain.txt,87957,3,1984
body heat,agarwal,./data/agarwal2015_screenplays/fail/51e301bd1f7f8ee49901bc1f_Body_Heat.txt,82089,2,1981
clash of the titans,agarwal,./data/agarwal2015_screenplays/fail/51e301bd1f7f8ee49901bc21_Clash_of_the_Titans.txt,800320,3,2010
the italian job,agarwal,./data/agarwal2015_screenplays/fail/51e301be1f7f8ee49901bd07_The_Italian_Job.txt,317740,1,2003
bonnie and clyde,agarwal,./data/agarwal2015_screenplays/fail/51e301be1f7f8ee49901bd2b_Bonnie_and_Clyde.txt,61418,3,1967
the manchurian candidate,agarwal,./data/agarwal2015_screenplays/fail/51e301bf1f7f8ee49901bd94_The_Manchurian_Candidate.txt,368008,,
from here to eternity,agarwal,./data/agarwal2015_screenplays/fail/51e301bf1f7f8ee49901be28_From_Here_to_Eternity.txt,45793,3,1953
strangers on a train,agarwal,./data/agarwal2015_screenplays/fail/51e301bf1f7f8ee49901be46_Strangers_on_a_Train.txt,44079,2,1951
anna karenina,agarwal,./data/agarwal2015_screenplays/fail/51e301bf1f7f8ee49901be5d_Anna_Karenina.txt,1781769,2,2012
deception,agarwal,./data/agarwal2015_screenplays/fail/51e301c01f7f8ee49901be78_Deception.txt,6461812,,
anna karenina,agarwal,./data/agarwal2015_screenplays/fail/51e301c01f7f8ee49901bf12_Anna_Karenina.txt,1781769,2,2012
king kong,agarwal,./data/agarwal2015_screenplays/fail/51e301c01f7f8ee49901bf24_King_Kong.txt,360717,0,2005
all the president s men,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a94d6_All_the_President_s_Men.txt,74119,1,1976
american graffiti,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a94d9_American_Graffiti.txt,69704,2,1973
badlands,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a94eb_Badlands.txt,69762,0,1973
barton fink,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a94ec_Barton_Fink.txt,101410,1,1991
the big lebowski,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a94f4_The_Big_Lebowski.txt,118715,1,1998
clerks ,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a950e_Clerks_.txt,109445,1,1994
dark star,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a9517_Dark_Star.txt,69945,0,1974
the elephant man,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a9527_The_Elephant_Man.txt,80678,,
erik the viking,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a9528_Erik_the_Viking.txt,97289,,
frankenstein,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a953b_Frankenstein.txt,1976009,0,2015
gandhi,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a953e_Gandhi.txt,83987,,
the ghost and the darkness,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a9542_The_Ghost_and_the_Darkness.txt,116409,,
grand hotel,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a9549_Grand_Hotel.txt,2006421,,
the grapes of wrath,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a954a_The_Grapes_of_Wrath.txt,32551,3,1940
a hard day s night,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a9552_A_Hard_Day_s_Night.txt,58182,1,1964
the hospital,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a955b_The_Hospital.txt,67217,,
the hudsucker proxy,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a955d_The_Hudsucker_Proxy.txt,110074,1,1994
it happened one night,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a9567_It_Happened_One_Night.txt,25316,3,1934
jfk,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a9570_JFK.txt,102138,3,1991
the man who wasn t there,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a9590_The_Man_Who_Wasn_t_There.txt,243133,,
miller s crossing,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a9599_Miller_s_Crossing.txt,100150,0,1990
misery,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a959b_Misery.txt,100157,1,1990
mr  smith goes to washington,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a959e_Mr__Smith_Goes_to_Washington.txt,31679,2,1939
mobsters,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a959f_Mobsters.txt,102460,,
ninotchka,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a95a8_Ninotchka.txt,31725,3,1939
portrait of jennie,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a95b5_Portrait_of_Jennie.txt,40705,,
the princess bride,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a95b6_The_Princess_Bride.txt,93779,2,1987
serial mom,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a95ce_Serial_Mom.txt,111127,3,1994
smokey and the bandit,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a95dd_Smokey_and_the_Bandit.txt,76729,,
stagecoach,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a95e2_Stagecoach.txt,92003,,
star wars episode vi  return of the jedi,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a95e9_Star_Wars_Episode_VI__Return_of_the_Jedi.txt,86190,1,1983
the 40 year old virgin,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e2fe98144cce5b901a961a_The_40_Year_Old_Virgin.txt,405422,3,2005
evil dead,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301b71f7f8ee49901b05c_Evil_Dead.txt,83907,1,1981
django unchained,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301b71f7f8ee49901b0ca_Django_Unchained.txt,1853728,1,2012
hannibal,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301b71f7f8ee49901b0e6_Hannibal.txt,2243973,3,2012
the fighter,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301b81f7f8ee49901b2e7_The_Fighter.txt,964517,2,2010
true grit,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301b81f7f8ee49901b384_True_Grit.txt,1403865,3,2010
44 inch chest,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301b81f7f8ee49901b3a4_44_Inch_Chest.txt,914837,1,2009
a serious man,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301b81f7f8ee49901b3a8_A_Serious_Man.txt,1019452,2,2009
angels and demons,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301b81f7f8ee49901b3b6_Angels_and_Demons.txt,4158638,,
the imaginarium of dr  parnassus,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301b81f7f8ee49901b420_The_Imaginarium_of_Dr__Parnassus.txt,1054606,1,2009
inglourious basterds,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301b81f7f8ee49901b425_Inglourious_Basterds.txt,361748,3,2009
dawn of the dead,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301ba1f7f8ee49901b744_Dawn_of_the_Dead.txt,363547,3,2004
saw,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301ba1f7f8ee49901b77f_Saw.txt,387564,2,2004
finding nemo,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301ba1f7f8ee49901b7b0_Finding_Nemo.txt,266543,1,2003
gangs of new york,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301ba1f7f8ee49901b813_Gangs_of_New_York.txt,217505,1,2002
the good girl,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301ba1f7f8ee49901b814_The_Good_Girl.txt,279113,3,2002
resident evil,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bb1f7f8ee49901b833_Resident_Evil.txt,120804,3,2002
american outlaws,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bb1f7f8ee49901b85b_American_Outlaws.txt,244000,1,2001
american psycho,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bb1f7f8ee49901b8ad_American_Psycho.txt,144084,1,2000
dogma,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bb1f7f8ee49901b90a_Dogma.txt,120655,3,1999
never been kissed,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bb1f7f8ee49901b91f_Never_Been_Kissed.txt,151738,3,1999
lock  stock and two smoking barrels,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bb1f7f8ee49901b956_Lock__Stock_and_Two_Smoking_Barrels.txt,120735,1,1998
mulan,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bb1f7f8ee49901b95b_Mulan.txt,120762,3,1998
rushmore,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bb1f7f8ee49901b96b_Rushmore.txt,128445,3,1998
cube,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bb1f7f8ee49901b994_Cube.txt,123755,3,1997
the game,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bb1f7f8ee49901b99f_The_Game.txt,119174,1,1997
starship troopers,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bc1f7f8ee49901b9b7_Starship_Troopers.txt,120201,3,1997
clueless,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bc1f7f8ee49901ba14_Clueless.txt,112697,3,1995
heavenly creatures,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bc1f7f8ee49901ba56_Heavenly_Creatures.txt,110005,3,1994
aladdin,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bc1f7f8ee49901baae_Aladdin.txt,6139732,,
labyrinth,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bd1f7f8ee49901bb9c_Labyrinth.txt,91369,3,1986
agnes of god,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bd1f7f8ee49901bbae_Agnes_of_God.txt,88683,3,1985
the king of comedy,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bd1f7f8ee49901bc11_The_King_of_Comedy.txt,85794,1,1982
dawn of the dead,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301be1f7f8ee49901bc64_Dawn_of_the_Dead.txt,363547,3,2004
days of heaven,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301be1f7f8ee49901bc65_Days_of_Heaven.txt,77405,3,1978
midnight express,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301be1f7f8ee49901bc6e_Midnight_Express.txt,77928,0,1978
true grit,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301be1f7f8ee49901bd0e_True_Grit.txt,1403865,3,2010
2001  a space odyssey,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301be1f7f8ee49901bd10_2001__A_Space_Odyssey.txt,62622,0,1968
mary poppins,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301bf1f7f8ee49901bd72_Mary_Poppins.txt,58331,3,1964
meet john doe,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301c01f7f8ee49901beba_Meet_John_Doe.txt,33891,3,1941
the wizard of oz,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301c01f7f8ee49901bee1_The_Wizard_of_Oz.txt,32138,3,1939
frankenstein,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301c01f7f8ee49901bf35_Frankenstein.txt,1976009,0,2015
the passion of joan of arc,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/51e301c11f7f8ee49901bf52_The_Passion_of_Joan_of_Arc.txt,19254,0,1928
,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/findMoviesWithoutIntExt.pl,,,
,agarwal,./data/agarwal2015_screenplays/fail_wo_tags/listMovies.txt,,,
all about eve,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94d4_All_About_Eve.txt,42192,3,1950
american pie,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94da_American_Pie.txt,1605630,,
an american werewolf in paris,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94dd_An_American_Werewolf_in_Paris.txt,118604,1,1997
annie hall,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94de_Annie_Hall.txt,75686,3,1977
as good as it gets,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94e1_As_Good_as_It_Gets.txt,119822,3,1997
the assignment,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94e2_The_Assignment.txt,118647,,
bachelor party,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94e6_Bachelor_Party.txt,86927,3,1984
backdraft,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94e7_Backdraft.txt,101393,,
bad day at black rock,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94e8_Bad_Day_at_Black_Rock.txt,47849,,
basic,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94ed_Basic.txt,264395,3,2003
the battle of shaker heights,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94f0_The_Battle_of_Shaker_Heights.txt,357470,,
being there,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94f2_Being_There.txt,78841,2,1979
black snake moan,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94f7_Black_Snake_Moan.txt,462200,,
blue velvet,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94f9_Blue_Velvet.txt,90756,1,1986
the boondock saints,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94fb_The_Boondock_Saints.txt,144117,0,1999
bottle rocket,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a94fc_Bottle_Rocket.txt,115734,,
braveheart,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9500_Braveheart.txt,112573,2,1995
bringing out the dead,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9501_Bringing_Out_the_Dead.txt,163988,,
bruce almighty,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9502_Bruce_Almighty.txt,315327,3,2003
bull durham,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9503_Bull_Durham.txt,94812,,
the butterfly effect,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9504_The_Butterfly_Effect.txt,289879,2,2004
casablanca,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9506_Casablanca.txt,34583,1,1942
chasing amy,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9509_Chasing_Amy.txt,118842,3,1997
chinatown,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a950a_Chinatown.txt,71315,2,1974
the cider house rules,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a950b_The_Cider_House_Rules.txt,124315,3,1999
the cincinnati kid,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a950c_The_Cincinnati_Kid.txt,59037,,
cold mountain,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9510_Cold_Mountain.txt,159365,3,2003
the cooler,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9512_The_Cooler.txt,318374,,
dances with wolves,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9516_Dances_with_Wolves.txt,99348,1,1990
the day the clown cried,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9518_The_Day_the_Clown_Cried.txt,68451,,
the day the earth stood still,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9519_The_Day_the_Earth_Stood_Still.txt,970416,3,2008
dead poets society,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a951a_Dead_Poets_Society.txt,97165,1,1989
deep cover,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a951b_Deep_Cover.txt,104073,,
the doors,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9520_The_Doors.txt,101761,,
dumb   dumber,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9525_Dumb___Dumber.txt,109686,2,1994
erin brockovich,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9529_Erin_Brockovich.txt,195685,3,2000
eternal sunshine of the spotless mind,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a952a_Eternal_Sunshine_of_the_Spotless_Mind.txt,338013,2,2004
fantastic four,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a952e_Fantastic_Four.txt,1502712,0,2015
fast times at ridgemont high,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9530_Fast_Times_at_Ridgemont_High.txt,83929,2,1982
fatal instinct,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9531_Fatal_Instinct.txt,106873,3,1993
fear and loathing in las vegas,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9532_Fear_and_Loathing_in_Las_Vegas.txt,120669,1,1998
a few good men,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9535_A_Few_Good_Men.txt,104257,1,1992
from dusk till dawn,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a953d_From_Dusk_till_Dawn.txt,116367,1,1996
gang related,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a953f_Gang_Related.txt,118900,,
get shorty,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9540_Get_Shorty.txt,5761496,,
ghost ship,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9543_Ghost_Ship.txt,288477,,
ghost world,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9544_Ghost_World.txt,162346,3,2001
the godfather,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9545_The_Godfather.txt,68646,2,1972
gods and monsters,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9546_Gods_and_Monsters.txt,120684,,
good will hunting,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9547_Good_Will_Hunting.txt,119217,0,1997
hannibal,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a954f_Hannibal.txt,2243973,3,2012
hannibal,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9550_Hannibal.txt,212985,3,2001
hardcore,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9551_Hardcore.txt,79271,,
hard rain,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9553_Hard_Rain.txt,120696,,
hellboy,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9554_Hellboy.txt,167190,1,2004
hellraiser,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9555_Hellraiser.txt,93177,3,1987
hellbound  hellraiser ii,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9556_Hellbound__Hellraiser_II.txt,95294,1,1988
high fidelity,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9557_High_Fidelity.txt,146882,2,2000
hope and glory,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9559_Hope_and_Glory.txt,93209,3,1987
the horse whisperer,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a955a_The_Horse_Whisperer.txt,119314,,
house of 1000 corpses,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a955c_House_of_1000_Corpses.txt,251736,3,2003
human nature,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a955e_Human_Nature.txt,219822,3,2001
the hustler,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a955f_The_Hustler.txt,54997,0,1961
i am sam,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9560_I_Am_Sam.txt,277027,3,2001
i ll do anything,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9561_I_ll_Do_Anything.txt,110097,,
independence day,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9562_Independence_Day.txt,116629,3,1996
the insider,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9565_The_Insider.txt,140352,,
intolerable cruelty,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9566_Intolerable_Cruelty.txt,138524,3,2003
it s a wonderful life,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9569_It_s_a_Wonderful_Life.txt,38650,3,1946
jacob s ladder,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a956c_Jacob_s_Ladder.txt,99871,1,1990
kalifornia,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9572_Kalifornia.txt,107302,,
kate   leopold,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9573_Kate___Leopold.txt,35423,2,2001
kramer vs  kramer,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9575_Kramer_vs__Kramer.txt,79417,1,1979
kundun,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9576_Kundun.txt,119485,,
l a  confidential,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9577_L_A__Confidential.txt,119488,1,1997
the ladykillers,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9578_The_Ladykillers.txt,335245,,
the last temptation of christ,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9579_The_Last_Temptation_of_Christ.txt,95497,2,1988
legally blonde,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a957b_Legally_Blonde.txt,250494,3,2001
the life of david gale,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a957d_The_Life_of_David_Gale.txt,289992,,
little miss sunshine,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a957f_Little_Miss_Sunshine.txt,449059,3,2006
logan s run,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9582_Logan_s_Run.txt,74812,2,1976
lone star,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9583_Lone_Star.txt,116905,2,1996
the long kiss goodnight,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9584_The_Long_Kiss_Goodnight.txt,116908,3,1996
the lord of the rings  the return of the king,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9585_The_Lord_of_the_Rings__The_Return_of_the_King.txt,167260,1,2003
lost highway,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9586_Lost_Highway.txt,116922,1,1997
major league,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a958c_Major_League.txt,97815,1,1989
malcolm x,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a958d_Malcolm_X.txt,104797,3,1992
manhunter,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a958e_Manhunter.txt,91474,1,1986
men in black,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9594_Men_in_Black.txt,119654,1,1997
midnight cowboy,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a9597_Midnight_Cowboy.txt,64665,1,1969
mission to mars,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a959c_Mission_to_Mars.txt,183523,1,2000
moonstruck,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95a0_Moonstruck.txt,93565,3,1987
music of the heart,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95a3_Music_of_the_Heart.txt,166943,,
mystery men,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95a4_Mystery_Men.txt,132347,1,1999
the night of the hunter,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95a6_The_Night_of_the_Hunter.txt,48424,3,1955
a nightmare on elm street,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95a7_A_Nightmare_on_Elm_Street.txt,87800,3,1984
nurse betty,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95ab_Nurse_Betty.txt,171580,,
an officer and a gentleman,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95ac_An_Officer_and_a_Gentleman.txt,84434,3,1982
one flew over the cuckoo s nest,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95ad_One_Flew_Over_the_Cuckoo_s_Nest.txt,73486,2,1975
out of sight,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95ae_Out_of_Sight.txt,120780,2,1998
panther,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95af_Panther.txt,114084,,
peeping tom,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95b0_Peeping_Tom.txt,54167,2,1960
pirates of the caribbean  the curse of the black pearl,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95b3_Pirates_of_the_Caribbean__The_Curse_of_the_Black_Pearl.txt,325980,3,2003
platoon,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95b4_Platoon.txt,91763,0,1986
the program,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95b8_The_Program.txt,107889,,
the prophecy,agarwal,./data/agarwal2015_screenplays/pass/51e2fe98144cce5b901a95b9_The_Prophecy.txt,114194,,
